Report Time,Value,Unit,% Change,Product Name,Sub Product,Market,Exchange Rate
2024-07-15,3.13,USD/Kg,-0.32,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-12,3.14,USD/Kg,-0.32,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-11,3.15,USD/Kg,-1.87,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-10,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-09,3.22,USD/Kg,0.63,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-08,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-05,3.21,USD/Kg,0.63,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-04,3.19,USD/Kg,0.63,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-03,3.17,USD/Kg,0.32,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-02,3.16,USD/Kg,-0.32,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-07-01,3.17,USD/Kg,0.32,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-28,3.16,USD/Kg,-1.56,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-27,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-26,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-25,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-24,3.21,USD/Kg,0.63,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-21,3.19,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-20,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-19,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-18,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-17,3.20,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-14,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-13,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-12,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-11,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-10,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-07,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-06,3.22,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-05,3.23,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-04,3.23,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-06-03,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-31,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-30,3.21,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-29,3.23,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-28,3.24,USD/Kg,0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-27,3.22,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-24,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-23,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-22,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-21,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-20,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-17,3.20,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-16,3.19,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-15,3.18,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-14,3.20,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-13,3.19,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-10,3.19,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-09,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-08,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-07,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-06,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-03,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-02,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-05-01,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-30,3.21,USD/Kg,-1.23,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-29,3.25,USD/Kg,0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-26,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-25,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-24,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-23,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-22,3.20,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-19,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-18,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-17,3.21,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-16,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-15,3.22,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-12,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-11,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-10,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-09,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-08,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-05,3.20,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-04,3.20,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-03,3.19,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-02,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-04-01,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-29,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-28,3.21,USD/Kg,-1.83,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-27,3.27,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-26,3.26,USD/Kg,-0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-25,3.28,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-22,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-21,3.29,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-20,3.30,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-19,3.30,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-18,3.30,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-15,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-14,3.28,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-13,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-12,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-11,3.28,USD/Kg,-0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-08,3.30,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-07,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-06,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-05,3.28,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-04,3.26,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-03-01,3.26,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-29,3.27,USD/Kg,-1.21,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-28,3.31,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-27,3.32,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-26,3.33,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-23,3.34,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-22,3.33,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-21,3.34,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-20,3.35,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-19,3.35,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-16,3.36,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-15,3.35,USD/Kg,2.13,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-14,3.28,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-13,3.27,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-12,3.27,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-09,3.26,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-08,3.26,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-07,3.27,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-06,3.27,USD/Kg,0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-05,3.25,USD/Kg,-0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-02,3.27,USD/Kg,-0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-02-01,3.29,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-31,3.27,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-30,3.27,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-29,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-26,3.29,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-25,3.31,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-24,3.31,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-23,3.32,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-22,3.33,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-19,3.33,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-18,3.32,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-17,3.33,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-16,3.32,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-15,3.33,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-12,3.34,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-11,3.36,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-10,3.35,USD/Kg,0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-09,3.33,USD/Kg,0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-08,3.31,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-05,3.31,USD/Kg,-0.90,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-04,3.34,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-03,3.33,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-02,3.33,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2024-01-01,3.32,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-29,3.34,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-28,3.33,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-27,3.32,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-26,3.32,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-25,3.32,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-22,3.32,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-21,3.31,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-20,3.32,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-19,3.30,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-18,3.30,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-15,3.30,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-14,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-13,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-12,3.29,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-11,3.27,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-08,3.27,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-07,3.26,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-06,3.27,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-05,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-04,3.29,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-12-01,3.30,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-30,3.32,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-29,3.32,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-28,3.30,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-27,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-24,3.28,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-23,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-22,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-21,3.28,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-20,3.27,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-17,3.26,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-16,3.26,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-15,3.26,USD/Kg,0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-14,3.24,USD/Kg,0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-13,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-10,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-09,3.21,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-08,3.20,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-07,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-06,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-03,3.22,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-02,3.22,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-11-01,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-31,3.21,USD/Kg,-0.62,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-30,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-27,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-26,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-25,3.22,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-24,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-23,3.21,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-20,3.21,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-19,3.22,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-18,3.23,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-17,3.22,USD/Kg,-0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-16,3.23,USD/Kg,-1.82,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-13,3.29,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-12,3.29,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-11,3.31,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-10,3.31,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-09,3.30,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-06,3.31,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-05,3.32,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-04,3.31,USD/Kg,0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-03,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-10-02,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-29,3.29,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-28,3.28,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-27,3.27,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-26,3.27,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-25,3.28,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-22,3.28,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-21,3.27,USD/Kg,0.31,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-20,3.26,USD/Kg,-0.61,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-19,3.28,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-18,3.29,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-15,3.30,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-14,3.32,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-13,3.33,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-12,3.34,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-11,3.34,USD/Kg,-0.60,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-08,3.36,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-07,3.36,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-06,3.36,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-05,3.37,USD/Kg,-0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-04,3.38,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-09-01,3.38,USD/Kg,0.30,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-31,3.37,USD/Kg,-0.59,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-30,3.39,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-29,3.40,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-28,3.41,USD/Kg,0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-25,3.40,USD/Kg,0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-24,3.39,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-23,3.40,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-22,3.40,USD/Kg,-0.58,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-21,3.42,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-18,3.43,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-17,3.44,USD/Kg,0.58,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-16,3.42,USD/Kg,0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-15,3.41,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-14,3.41,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-11,3.41,USD/Kg,-0.58,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-10,3.43,USD/Kg,-0.58,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-09,3.45,USD/Kg,-0.58,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-08,3.47,USD/Kg,-0.29,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-07,3.48,USD/Kg,-0.85,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-04,3.51,USD/Kg,-0.57,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-03,3.53,USD/Kg,0.00,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-02,3.53,USD/Kg,0.28,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-08-01,3.52,USD/Kg,-0.28,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-07-31,3.53,USD/Kg,0.28,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
2023-07-28,3.52,USD/Kg,-0.28,Knitting Yarn,30/1 Combed,FOB North India,USD: 1.00000000
